business_id,uid,rid,stars,comment
6qZ7ENuqaPqwuttURXQSWg,ahPCUYw-oPWewVCMa2QcDw,r7-sbhYE5wXOvCtTU2oC4A,5,I didn't set my expectations too high as BYOW restaurants don't always have the best food but I was blown away with the service and the flavor. I had the chef's paella and my girlfriend had the flank steak. Both dishes were unique in flavor and were perfect portions. I will definitely go back.
6qZ7ENuqaPqwuttURXQSWg,fYYPmlMOy2U0Vl03m2WGlA,SSwPFnegSoZnf36ZH_1MtQ,3,Service très bon malgré que nous avions attendu longtemps pour notre plat principal. La qualité y était; très bon au goût mais j'avais encore faim après les 4 services et pourtant je n'ai pas de grande appétit.
6qZ7ENuqaPqwuttURXQSWg,wregZkyJ3efquMrnrgqGQw,KQ7Rca7Bf8n8l0iZLU-mLQ,4,This surprisingly upscale BYOB is more than worth the trip to St-Henri. The young owner who runs this amazing restaurant is one of the nicest people on the planet. The food is consistently excellent and their new chef is preparing wonders. The ambiance is warm yet cosmopolitan chic. Reservations are a must as this place is busy!
6qZ7ENuqaPqwuttURXQSWg,n6_7aH5AHlAODr6mZ0lRyA,QVp2zD5l6lokC_XpuYOhKQ,3,Un excellent Apportez votre vin! La nourriture est très bonne et le service sympatique...mais beaucoup trop lent! Nous avons même quitter avant le dessert et le café puisqu'il y avait plus de 2h30 que nous étions là! C'était un mercredi soir; et le restaurant n'était pas plein. Je n'ose imaginer un soir de week-end! Mais nous y retournerons sûrement...pour la bouffe!
6qZ7ENuqaPqwuttURXQSWg,Dp4jfn3XvZ9Xd9Ng_t7RAQ,UkFr5Ht6n5ukyOV6olrzKQ,4,Got an amazing assortment of Portuguese tapas for a very reasonable price. The atmosphere was inviting and though the place was packed; the service was excellent. The seafood was out of this world.
6suS1-FtOdwvdmAXZ5SdEw,1kHsE_TnILUZLkyVFybLSA,zXTNMPrMFg6LvIXL4V2jvQ,4,Creative vegetarian menu with lots of choices. serving breakfast. Bowls are good; can customize. Fast service for being fresh. Coffee like drinks have sugar pre mixed so minus one star.
6suS1-FtOdwvdmAXZ5SdEw,5G1LLdZNxwswR1TjMfiMig,ANuA0agIOy0QnTcVuD0V5g,5,By now you are used to reading our reviews of decadent cuisine and alcohol served throughout Montreal. But this week we decided it was time to go healthy; and what is more healthy than the nutritious plant-based powerfoods served at Copper Branch. Established in 2014; Copper Branch is a Montreal based brand with a plan to offer the best tasting vegan cuisine around. With new locations popping up all the time; they are well on their way to being a staple in Montreal neighbourhoods and in Montrealer's diets...As we head into winter; when the comfort food comes calling; we often find it difficult to stick to our diets. Now that Copper Branch is on the scene; we no longer have any excuse. Great tasting; chef-inspired; and conveniently-served plant-based meals is the new way to go. The name itself comes for the inspiration of the best type of cookware; copper; and branch comes from nature. Therefore the best cooking with nature...Copper Branch wants to bring their best to local communities by using primarily locally sourced products; and with plans to support local athletes and nutritional programs for schools. You can contact them about current and future projects at copperbranch.ca...We were invited to one of the downtown locations at 600 De Maisonnueve; situated on the street level; the locale was brightly lit and appealing. The staff was extremely attentive and have quick recommendation for every taste and appetite...As we are true foodies and are willing to try it all; we let the expert staff choose our meals for us. The Shiitaki burger was served nice and hot and wonderfully complemented by the organic teriyaki sauce and sriracha coleslaw. Perfect for a nice winter's day or to grab a quick burger on the go. Next came the Aztec Power Bowl served with organic brown rice. The bowl was a beautiful mix of Sweet potato; corn & mango salsa; black beans; pumpkin seeds; guacamole; vegan sour cream; chickpeas; broccoli; beets; turnip; lettuce;  and finally sprouted mung beans...We supplemented our meals with a Copper Branch Fuel; a divine organic cold-pressed juice; made with carrot; celery; lettuce; lemon and ginger. A little on the spicy side it was a pleasant addition to our meal. We also sampled the Blue Sky soda; a natural soda made with sugar cane. Great when you crave something sweet. We left the restaurant feeling energized and satisfied...The Copper Branch slogan is: You Are More Vegan Than You Think! But we think they should also include their mantra of Copper Branch. The Revolution Starts Here. We think they are going to revolutionize the fast food industry. Watch out Montreal; here they come.
6suS1-FtOdwvdmAXZ5SdEw,rzWK6Rqvw8_xA5RoUHd3gA,Ykci8e4imGu7SgA-Ldolmw,1,Terrible!  J'y suis allé avec une collègue pour le lunch..Commande de ma collègue : erreur sur la facture; ils lui ont chargé un brownie supplémentaire. Nous avions pris les plats pour emporter. Quand nous sommes arrivés à nos bureaux; nous nous apprêtons à déguster le tout : le pain à burger est tellement détrempé qu'il se défait par lui-même..Ma commande : D'abord; je précise que je vais prendre pour emporter; on me la sert comme plat à consommer sur place. (Ce qui de prime à bord n'est pas si tragique) mais quand je mentionne que je l'ai demandé pour emporter; on me fait une attitude de M**** en me disant : sur la facture c'est écrit pour manger ici... Finalement; on me l'emballe rapidement et on me  garoche  mes trucs; sans même me donner de sac... (Encore là vous allez me dire qu'il n'y a rien là; je suis d'accord mais; ce qui suit; est à mon avis inacceptable). J'ai pris un burger et des frites; avant de quitter; je souhaite mettre du poivre sur lesdites frites; car moi j'aime ça mettre du poivre sur mes frites et j'estime qu'à près de 20$ pour un burger et des frites si je veux du satané de poivre sur mes frites j'ai le droit d'en demander et ils se doivent de m'en fournir....Ça ben beau est un resto grano; du poivre ça ne vient pas d'un être possédant des yeux. Donc; j'en demande... On me dit  S'il en n'a pas là; c'est qu'on a n'a pas!  Fin!  Ne prennent pas la peine de me dire :  deux minutes; je vais aller voir si nous en avons derrière.... Et je tiens à dire ici; que la même attitude de M*** mentionnée ci-haut est toujours présente. (J'apprends plus tard que cette personne est en fait la super propriétaire. Pour le reste de l'histoire cette personne sera surnommée joie de vivre...Bref;  nous arrivons à nos bureaux et première bouchée : je passe près de tout recracher; car ce n'est pas ce que j'ai commandé. J'avais demandé pour le Burger aux patates douces et j'ai eu le je sais pu quoi  Burger Gala...; mais visiblement fait d'un ingrédient qui ne passe pas... Nous décidons donc de retourner sur place; car c'est impossible que je mange ce burger.  C'est Joie-de-vivre qui nous accueille. Nous lui disons ce qui cloche avec nos commandes : le pain détrempé. Pour eux c'est normal; c'est comme ça que ça vient. Point. Si ça t'écœure du pain détrempé c'est to bad. MANGE ! Tu as commandé ça; c'est ça que ta; tu perds le droit d'exprimer ton mécontentement. Donc; ma collègue a eu le droit seulement de se faire rembourser le brownie de trop qui lui avait été chargé. Moi; on me dit sur ta facture c'est écrit  burger Gala...; je m'en fou; je sais que ce n'est pas cela que j'ai demandé; car j'ai pris la peine de consulter votre menu avant de venir et dans aucune langue le mot  Patates douces  ressemble à  Gala.... . Bref; on me rembourse de peine et misère ledit burger; mais on oubli pour les frites; car c'est ce que j'ai commandé; c'est ce que j'ai; j'ai donc perdu le droit d'exprimer mon mécontentement vis-à-vis les frites (qui depuis le temps; sont pas mal rendues froides; même très froides; donc pas très mangeables). Bref; tout ça pendant qu'une manifestation à lieu; et pendant que j'attends pour le remboursement Joie-de-vivre cri après les manifestants; quand Joie-de-vivre finit de crier après les manifestants elle s'exprime sur les québécois et à quel point ce sont de mauvaises personnes et de personnes chialeuses .... Toujours au même moment; ma collègue reçoit un snapchat; le regarde et Joie-de-vivre pense qu'elle est en train de prendre une photo. Ma collègue lui dit que ce n'est pas ce qu'elle est en train de faire. Joie-de-vivre tape sur le téléphone de ma collègue; comme pour cacher l'écran. (Ma collègue va même jusqu'à lui montrer les photos qu'elle a dans son cellulaire et Joie-de-vivre lui dit carrément que c'est une menteuse). J'ai finalement mon remboursement (seulement le burger) et comme par magie il y a maintenant du poivre sur le comptoir. Vous savez le poivre qu'il n'avait pas quelques minutes plus tôt. J'Imagine que Joie-de-vivre est sorti en acheter entre nos deux visites. Bref; je suis très souvent dans les restos;  et j'en ai eu des histoires étranges et de mauvais services; mais celui-ci gagne haut la main la médaille d'or !
6suS1-FtOdwvdmAXZ5SdEw,Rb6zIg_LOovNrdr0U7WYRA,XDhH3k2FZbS2VtCdA98FMw,3,Do not eat here at lunch - it's just too busy and too small to accommodate a lineup. The staff seems to get very overwhelmed if there are too many orders placed. I waited over 25 minutes today for the wrong order. Very disappointed when I got back to my desk - and a half-full box at that (which had happened before). I love the food here though; and it's a nice veggie option to have downtown. The scrambled tofu on the Aztec bowl is a great pick. Advice: eat here; in-house (where they are likely to fill up your bowl to a visibly reasonable amount) - and avoid lunchtime lineups!
6suS1-FtOdwvdmAXZ5SdEw,oIgnbSgc6YpYjM3dZKH0Ww,t8WTB0NyuVYxUT0aOxsyUA,4,Il y a plusieurs succursales de ce restaurant fast food vegan. Je préfère personnellement La Panthère verte pour ce genre de resto mais j'ai ma carte fidélité Copper Branch car je crois qu'il faut encourager tous ces restos vegan. Un peu cher mais très bon.
6suS1-FtOdwvdmAXZ5SdEw,RZUrmsaUiFKmZQvxuuk4UQ,drgrr-atmVZiNCFbz7hT_Q,3,I visited this place for lunch at the Robert Bourassa street. Tried their salad meal. It was good but nothing unusual. It is a good place for a veggie but not offers much belonged salads and usual sandwiches. I liked the smoothies offered by them though; with unusual names. Tried the budhdha smoothie and liked it. The place does not have a warm vibe; but it is like that with most of the food chains.
6suS1-FtOdwvdmAXZ5SdEw,LM1Tv7q6s4d9dTQYFd2KrA,yp88dRPCQW3qPV61ChU34g,3,Good vegan food; which can be hard to come by: I really enjoy the teriyaki burger when they don't leave the avocado peel on the avocado that comes as an extra. Service is poor: there's a manager-type who seems to frequently have to take over for other staff who are kind of lacking in customer service skills. It's not cheap either; but given the nutritional value; that's all right by me.
6suS1-FtOdwvdmAXZ5SdEw,lxaBfy6snoCHWtN5KPrZtw,IRVAaBKkaxYlUnPOFBzwBg,4,Good and fast place. Nice that it's vegan so you can get a fast meal and at least feel like you're hitting your diet goals.
6suS1-FtOdwvdmAXZ5SdEw,88UG99StS5MRnx4SCaoXVA,hXrgE6Xp6WZjSQz2oXISAA,4,The waffles are to die for. First; they are GLUTEN FREE. They really need to get this in Flordia.
6suS1-FtOdwvdmAXZ5SdEw,D2_16NeralE4Tdjw9cToHQ,Ty1ZIEU6cL-dffnEvEcO8A,1,The owner is an awful person. He screamed at a friend telling her: Go back to your country because she accidentally let her tray in the wrong place. She insulted her several times and screamed at her. Left her in tears for no reason. I wouldn't go to a place like this ever. What kind of service is this? Unbelievable.
6WDaq9fe39J1THiWI19p9g,qcHl1SOGgbuJn0i1l1fWSg,Y3wnD7wepl5mgGSePmSmwQ,3,Good BBQ; filling portion; but not huge. No sauce provided at the table. Friendly owner. Service was really off; but I expect it was because they were understaffed. Nice seating area outside. Could use a wipe down; though.
6WDaq9fe39J1THiWI19p9g,Fub4xKExRbfmg2NVhPqWjw,SKE-9T1D3APZpuS2PtG3pw,5,This place is great. Vicky was an awesome waitress. Very kind and respectful. Best place I've been in Montreal
6WDaq9fe39J1THiWI19p9g,oiiiF9oC2R_JCtiqZUwlTQ,5r12klkfJRXUlgqOhGHX1w,5,Wow!  The fried smoked chicken was worth the trip.  Great southern food; cooked right; north of the border.  Great service.  Perfect atmosphere.  Can't wait to go back.
6WDaq9fe39J1THiWI19p9g,h1UcaSPIPpQqMiWf12Csqw,HhRQRNa6PeMzOHBwhuWlbQ,3,This place was average.  I liked the sangria and the deep fried pickles. Also; the chicken wings are huge.
6WDaq9fe39J1THiWI19p9g,Gkxe9U9E2WR2937cjIZboA,A2y58-s1hhTVfp_rxbP1nQ,1,Not very good; there was no BBQ sauce or mustard or any other BBQ stuff; hot sauce etc... On the table or bottles to buy and bring home. The portions are too small and everything was very oily?? Not in a fun greasy bbq way; more in the way someone was in the back going nuts putting oil all over the dishes so nothing sticks. The food seems very uninspired. ..I would recommend this place if you have never left Montreal or eaten BBQ anywhere else. I receive the impression that this place is catering more towards St. Laurent downtown crowd; gluten free blah blah and low carb what not; which is a very city approach to BBQ. Sandwiches were light on meat and heavy on buns and coleslaw. All the unique signature only here BBQ side dishes may as well come from a grocery store; coleslaw; potato salad; maquechoux; were all very bland; boring; very oily and not very flavorful. There was no hot sauce; BBQ sauce or spices anywhere and no ability to add any myself. ..It seems like a good place for drinks; maybe lunch. If you are looking for a saucy; meaty; BBQ pigout you should keep looking.
6WDaq9fe39J1THiWI19p9g,hg3oFUDIyEehsgYDXYNqEg,frc9l9-MD3aXWZpEqtKKYg,1,Waited an hour for service and food was cold...Waitress was forgetting the orders etc.....Bad experience
6WDaq9fe39J1THiWI19p9g,RMopAcH2eoiOuPkStfg_YQ,6wD5CHMtEcvajPVWRcZJuw,5,I went to Diablos for the first time today; and tbh I wasn't a big ribs fan; but after trying the ribs in Diablo ( as my friend is in love with it); I would say they got me; I'm a fan now! It's ribs with BBQ sauce; comes with great fries; and if you want an extra side. We got mashed potatoes which was different; but yet delicious. The ribs are very big; so it's also good to share it...They also have a nice terrace with a St-Laurent view; so it's a nice spot for the summer.
6WDaq9fe39J1THiWI19p9g,yL926hqxYO5BgBFx31YvKA,u1_Wl9rh9oOaBd1uUrpN7A,1,This is not proper BBQ of any sort!  Wings lack any flavor whatsoever.  Brisket and chicken combo is a joke- 1/4 inch slice of cold brisket with 50% fat content and undercooked chicken smothered in bottled BBQ sauce with liquid smoke is not edible!  Don't waste your money...
6WDaq9fe39J1THiWI19p9g,BABesE-pv2h9oEXXSy7XjA,EVA_-OEDE616FZLLHD6Zpw,2,Good service; decent poutine. Pork ribs were not falling of the bone; a little chewy and too much fat. Beef ribs were not as fatty but same chewy experience.   Brisket was good but you had to cut your way through too much fat ....fattiest I've ever had. The portion looked large upon first sight thus disappointing. The onion stack rings were brutal...very dry and over cooked. Was excited upon arrival; left disappointed.
6WDaq9fe39J1THiWI19p9g,HMNA_R_Bu1G3Ho2BBoB3Lg,YDDOoQvfjmjPuMN1ks3nZw,1,I would give this a zero if i could. .We show up as a group of 5 people to a half empty restaurant; ask if they have place for us; which they obviously do. The absolutely lost waiter talks to us; says he'll see what he can do; starts roaming around and then disappears out of sight. Reappears several minutes later just to give us this you are still here look and then says they don't have room for 5 people. No; they can not put two of these tables together. Me and my friends left dumbfounded. Surely enough we found another place to eat and surely enough none of us is ever setting a foot in this place. Make sure you are no more than 4 when you attempt to visit this joint. Or better go elsewhere where they want your money
6WDaq9fe39J1THiWI19p9g,wQ635cP5VEaEGimkcSedwQ,byRYBorSvIIE-3xyh0KgNA,4,This is the first restaurant that me and my friends ate at when we arrived in Montreal. As Americans used to subpar Tex-Mex chain restaurants; Diablos exceeded our expectations. Their menu is extensive and has something for everyone. Although the prices seem expensive; the portion sizes are very large. I had the fried chicken; which comes with Cajun fries and cornbread...did not disappoint! I wish I got to try more of their cocktails because the drink menu seemed to offer a lot of quirky cocktails.
6WDaq9fe39J1THiWI19p9g,0KZNZKVCTpURutG_qbMKzg,76Ak9BwUadJz9XWhuiUuKA,4,Amazing ribs; friendly staff; and great drinks!The fries were well seasoned the meat on the ribs fall right off the bone.The only thing that my friend and i disliked was that the sauce was too sweet and believe me: I love a sweet bbq sauce but this one was too sweet. I also noticed the ribs were not that marinated. I tried a piece without any sauce and all i could taste was the smoke but there was no actual flavor to the ribs. Maybe a little salt and pepper before smoking them would help?
6WDaq9fe39J1THiWI19p9g,W-Dl-2cio049XM26Q8HuqA,Mv6IhuXJJweBnAPrnReLuQ,4,Food was good had a good time drinks were nice as well!!.They also have a terrace which is a plus..Service was good they were very nice will go back for sure
6WDaq9fe39J1THiWI19p9g,iZGth1YCJwN-D2vIqPWcYw,sWts8_THXVIvkWrKC0-QJQ,5,One of our must go to restaurants when visiting Montreal. It's on a super cool street with plenty to see. .The food is AMAZING! Best ribs in Montreal that we've tried. This time we also got the burnt ends; and they were even better than expected. My girlfriend said they were one of the best things she's ever eaten; and actually hasn't stopped talking about them. .The maque choux was also really really good! The beans were a bit spicy; but tasted awesome; and was a very tasty hot. .As always; a great meal and great experience
6WDaq9fe39J1THiWI19p9g,hQ_xPEuW6BCbiIf4qq6N0Q,L49OvkVUBlWwc-xKOemZKg,1,Beyond bad. Keep walking. ..Ordered a pulled pork sandwich on the pretzel bun; and my BF ordered the brisket sandwich (on same bun); both with the spicy cajun fries. SPOILER ALERT: not at all spicy. ..We were both so hungry that no comments were made while we both experienced our lukewarm; soggy; stale sandwiches knowing that we paid too much for them. ..Oh well.
6WDaq9fe39J1THiWI19p9g,x9p0RQsdWD-NZuhH4J1zHw,sDWTdKtPRuqfMEtv2rIx4A,3,Recently had supper at Diablos with a group of friends. Nice ambiance and good service. .We went quite early 6;30 and the resto was quiet....would recommend later supper as it picks up around 8pm. Food was okay at best. Had the rib plate with fries which was okay at best.
6WDaq9fe39J1THiWI19p9g,RV_XUmbj0Tb7p4BBtMQ2mw,DvTZdaLQG-8Jidl92Zc4MQ,1,This place is disgusting!!! Rude staff! Service is terrible. ..Asked for jalapeño poppers; on the menu it states jalapeños stuffed with cream cheese and Panko....came to the table stuffed with pork! When we complained; that we do not eat pork; MANAGEMENT SAID THEY SHOULD NOT BE EATING HERE. ..Honestly; how is that your business model? Even the waitress said this is not the first that it's happened. Many have complained; yet the menu remains the same...unchanged to disclose the pork aspect. WHY??? ..If I were a resident; and not just a visitor from the states; this would be a LAWSUIT. Totally disgusted. .DO NOT EAT HERE! This place has zero respect.
6WDaq9fe39J1THiWI19p9g,viJCnSjDyrWBmJlY_yASEg,fFAZMDWCLjOEiNfDtFdE2Q,2,Testé uniquement le midi; les ribs étaient secs; arrosés de sauce barbecue pour sauver l'ensemble; mais ça ne m'a pas convaincu...dommage; moi qui m'attendais à manger les meilleurs côtes levées de la ville...
6WDaq9fe39J1THiWI19p9g,vXmp8RDGBDxJFRlueMei7g,x7KovGvB6bT23dAv-dVEpg,3,Visited during Grand Prix so it was busy - service was slow but ok. Delicious shrimp Po-boy sandwich and terrible poutine. Amazing cocktail selection though for reasonable prices. Worth a try
6WDaq9fe39J1THiWI19p9g,vYO8z_f4aVjmxRpwCrMicA,XK6D_X3k-LA2q9RJxxXlZQ,2,L'expérience commence sur une mauvaise note... Je dois demander à changer mon verre de bière; parsemé de taches graisseuses. .Ensuite; mon sandwich de porc effiloché est sec et froid. Le serveur m'explique que c'est parce que la sauce est conservée au frigo... Merci pour l'explication! La salade de pommes de terre choisie en accompagnement n'a aucune saveur..Ma copine a commandé une poutine fumée. Sauce goûteuse; mais hyper salée; fromage bien frais; frites acceptables; mais encore ici; un problème de température : elle était déjà tiède lorsqu'elle est arrivée à notre table. .On y retournera jamais.
6WDaq9fe39J1THiWI19p9g,6RQVjXnBlrj_J1H9O1JXIg,DUTFTPDXOvNGU6nrR7TIlA,5,Awesome experience; we got there by random choice; but were greatly surprised by the food taste and friendly staff! I took the smoked  brisket which was delicious! I'll get back there and bring all my friends!!.Thank you guys !!
6WDaq9fe39J1THiWI19p9g,hdeHN0k81jCS-J-XoJKW_w,ZuVGztgVkiz39CkL9AINHg,5,Went there on a cold Tuesday in February. Ordered the beef brisket with (spicy) baked beans and coleslaw. Friends had beef short rib and Mac n Cheese. We all thoroughly enjoyed our meals!  Brisket was tender and flavorful with just the right amount of spice and sauce. Our waiter turned out to be the owner. Bonus!  So; we got a great education on Louisiana style (he used to live there pre-Katrina) cooking and an even better education on Bourbon!  You can't leave without trying one of their multiple selections. I would definitely go back!
